Area,Line,Date,TrapName,TrapChecked,Triggered,Set,Species,Sex,Age,PestID,Bait,Comments,SampleID,SampleCondition,Latitude,Longitude,TrapType,TimeTaken,Username,FirstName
Mataia,Cliffs,30-7-2014,ST318,Y,N,Y,,,,,Egg,,,,-36.488148,174.415328,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST276,Y,Y,Y,Ship Rat,,,PestID: 938,Egg,,,,-36.487235,174.414937,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST317,Y,N,Y,,,,,Egg,,,,-36.486384,174.414131,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST275,Y,N,Y,,,,,Egg,,,,-36.485568,174.414095,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST316,Y,N,Y,,,,,Egg,,,,-36.484594,174.413661,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST274,Y,N,Y,,,,,Egg,,,,-36.483869,174.412716,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST315,Y,N,Y,,,,,Egg,,,,-36.482976,174.412292,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST314,Y,N,Y,,,,,Egg,,,,-36.481946,174.41199,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST273,Y,N,Y,,,,,Egg,,,,-36.481218,174.411787,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST310,Y,N,Y,,,,,Egg,,,,-36.48045,174.411766,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST272,Y,N,Y,,,,,Egg,,,,-36.479466,174.411862,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST307,Y,N,Y,,,,,Egg,,,,-36.478736,174.411869,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST313,Y,N,Y,,,,,Egg,,,,-36.477752,174.41215,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST271,Y,N,Y,,,,,Egg,,,,-36.477493,174.412793,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST270,Y,N,Y,,,,,Egg,,,,-36.477562,174.414124,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST269,Y,N,Y,,,,,Egg,,,,-36.477801,174.415192,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST268,Y,N,Y,,,,,Egg,,,,-36.47832,174.416243,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST312,Y,N,Y,,,,,Egg,,,,-36.477459,174.417361,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST267,Y,N,Y,,,,,Egg,,,,-36.477403,174.418125,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST311,Y,N,Y,,,,,Egg,,,,-36.476856,174.419102,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST39,Y,N,Y,,,,,Egg,,,,-36.476612,174.420268,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST40,Y,N,Y,,,,,Egg,,,,-36.47827,174.420246,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST44,Y,N,Y,,,,,Egg,,,,-36.480156,174.419837,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST45,Y,N,Y,,,,,Egg,,,,-36.482414,174.419135,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST262,Y,N,Y,,,,,Egg,,,,-36.484025,174.419931,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST00,Y,N,Y,,,,,Egg,,,,-36.485335,174.418304,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST120,Y,N,Y,,,,,Egg,,,,-36.487351,174.418039,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-7-2014,ST283,Y,N,Y,,,,,Egg,,,,-36.48900032,174.4190234,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST102,Y,N,Y,,,,,Egg,,,,-36.484818,174.435841,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST101,Y,N,Y,,,,,Egg,,,,-36.48503,174.433423,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST231,Y,N,Y,,,,,Egg,,,,-36.48585261,174.4314928,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST301b,Y,N,Y,,,,,Egg,,,,-36.48693,174.432,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST289,Y,N,Y,,,,,Egg,,,,-36.488396,174.428599,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST288,Y,N,Y,,,,,Egg,,,,-36.490037,174.425289,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST287,Y,N,Y,,,,,Egg,,,,-36.490609,174.423797,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST286,Y,N,Y,,,,,Egg,,,,-36.49097,174.422408,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST54,Y,N,Y,,,,,Egg,,,,-36.492318,174.42322,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST21,Y,N,Y,,,,,Egg,,,,-36.492623,174.42338,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST281,Y,N,Y,,,,,Egg,,,,-36.493641,174.421938,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST282,Y,N,Y,,,,,Egg,,,,-36.49350219,174.4215813,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST321,Y,N,Y,,,,,Egg,,,,-36.493997,174.420496,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST280,Y,N,Y,,,,,Egg,,,,-36.493118,174.419696,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST320,Y,N,Y,,,,,Egg,,,,-36.492499,174.418766,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST279,Y,N,Y,,,,,Egg,,,,-36.491835,174.418277,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST319,Y,Y,Y,Ship Rat,,,PestID: 940,Egg,,,,-36.491163,174.416964,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST278,Y,N,Y,,,,,Egg,,,,-36.49095,174.416332,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST277,Y,N,Y,,,,,Egg,,,,-36.48922,174.415899,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST318,Y,N,Y,,,,,Egg,,,,-36.488148,174.415328,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST276,Y,N,Y,,,,,Egg,,,,-36.487235,174.414937,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST317,Y,N,Y,,,,,Egg,,,,-36.486384,174.414131,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST275,Y,N,Y,,,,,Egg,,,,-36.485568,174.414095,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST316,Y,N,Y,,,,,Egg,,,,-36.484594,174.413661,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST274,Y,N,Y,,,,,Egg,,,,-36.483869,174.412716,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST315,Y,N,Y,,,,,Egg,,,,-36.482976,174.412292,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST314,Y,N,Y,,,,,Egg,,,,-36.481946,174.41199,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST273,Y,N,Y,,,,,Egg,,,,-36.481218,174.411787,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST310,Y,N,Y,,,,,Egg,,,,-36.48045,174.411766,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST272,Y,N,Y,,,,,Egg,,,,-36.479466,174.411862,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST307,Y,N,Y,,,,,Egg,,,,-36.478736,174.411869,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST313,Y,N,Y,,,,,Meat& Egg,,,,-36.477752,174.41215,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST271,Y,N,Y,,,,,Meat& Egg,,,,-36.477493,174.412793,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST270,Y,N,Y,,,,,Egg,,,,-36.477562,174.414124,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST269,Y,N,Y,,,,,Egg,,,,-36.477801,174.415192,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST268,Y,N,Y,,,,,Egg,,,,-36.47832,174.416243,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST312,Y,N,Y,,,,,Egg,,,,-36.477459,174.417361,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST267,Y,N,Y,,,,,Egg,,,,-36.477403,174.418125,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST311,Y,N,Y,,,,,Egg,,,,-36.476856,174.419102,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST39,Y,N,Y,,,,,Egg,,,,-36.476612,174.420268,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST40,Y,N,Y,,,,,Egg,,,,-36.47827,174.420246,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST44,Y,N,Y,,,,,Egg,,,,-36.480156,174.419837,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST45,Y,N,Y,,,,,Egg,,,,-36.482414,174.419135,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST262,Y,N,Y,,,,,Egg,,,,-36.484025,174.419931,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST00,Y,N,Y,,,,,Egg,,,,-36.485335,174.418304,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST120,Y,N,Y,,,,,Egg,,,,-36.487351,174.418039,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,31-7-2014,ST283,Y,N,Y,,,,,Egg,,,,-36.48900032,174.4190234,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST102,Y,N,Y,,,,,Meat& Egg,,,,-36.484818,174.435841,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST101,Y,N,Y,,,,,Meat& Egg,,,,-36.48503,174.433423,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST231,Y,N,Y,,,,,Meat& Egg,,,,-36.48585261,174.4314928,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST301b,Y,N,Y,,,,,Meat& Egg,,,,-36.48693,174.432,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST289,Y,N,Y,,,,,Meat& Egg,,,,-36.488396,174.428599,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST288,Y,N,Y,,,,,Meat& Egg,,,,-36.490037,174.425289,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST287,Y,N,Y,,,,,Meat& Egg,,,,-36.490609,174.423797,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST286,Y,N,Y,,,,,Meat& Egg,,,,-36.49097,174.422408,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST54,Y,N,Y,,,,,Meat& Egg,,,,-36.492318,174.42322,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST21,Y,N,Y,,,,,Meat& Egg,,,,-36.492623,174.42338,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST281,Y,N,Y,,,,,Meat& Egg,,,,-36.493641,174.421938,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST282,Y,N,Y,,,,,Meat& Egg,,,,-36.49350219,174.4215813,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST321,Y,N,Y,,,,,Meat& Egg,,,,-36.493997,174.420496,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST280,Y,N,Y,,,,,Meat& Egg,,,,-36.493118,174.419696,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST320,Y,N,Y,,,,,Meat& Egg,,,,-36.492499,174.418766,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST279,Y,N,Y,,,,,Meat& Egg,,,,-36.491835,174.418277,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST319,Y,N,Y,,,,,Meat& Egg,,,,-36.491163,174.416964,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST278,Y,N,Y,,,,,Meat& Egg,,,,-36.49095,174.416332,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST277,Y,N,Y,,,,,Meat& Egg,,,,-36.48922,174.415899,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST318,Y,N,Y,,,,,Meat& Egg,,,,-36.488148,174.415328,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST276,Y,N,Y,,,,,Meat& Egg,,,,-36.487235,174.414937,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST317,Y,N,Y,,,,,Meat& Egg,,,,-36.486384,174.414131,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST275,Y,N,Y,,,,,Meat& Egg,,,,-36.485568,174.414095,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST316,Y,N,Y,,,,,Meat& Egg,,,,-36.484594,174.413661,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST274,Y,N,Y,,,,,Meat& Egg,,,,-36.483869,174.412716,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST315,Y,N,Y,,,,,Meat& Egg,,,,-36.482976,174.412292,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST314,Y,N,Y,,,,,Meat& Egg,,,,-36.481946,174.41199,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST273,Y,N,Y,,,,,Meat& Egg,,,,-36.481218,174.411787,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST310,Y,N,Y,,,,,Meat& Egg,,,,-36.48045,174.411766,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST272,Y,N,Y,,,,,Meat& Egg,,,,-36.479466,174.411862,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST307,Y,N,Y,,,,,Meat& Egg,,,,-36.478736,174.411869,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST313,Y,Y,Y,Stoat,,,PestID: 941,Meat& Egg,,,,-36.477752,174.41215,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST271,Y,N,Y,,,,,Meat& Egg,,,,-36.477493,174.412793,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST270,Y,N,Y,,,,,Meat& Egg,,,,-36.477562,174.414124,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST269,Y,N,Y,,,,,Meat& Egg,,,,-36.477801,174.415192,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST268,Y,Y,Y,Ship Rat,,,PestID: 942,Meat& Egg,,,,-36.47832,174.416243,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST312,Y,N,Y,,,,,Meat& Egg,,,,-36.477459,174.417361,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST267,Y,N,Y,,,,,Meat& Egg,,,,-36.477403,174.418125,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST311,Y,N,Y,,,,,Meat& Egg,,,,-36.476856,174.419102,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST39,Y,N,Y,,,,,Meat& Egg,,,,-36.476612,174.420268,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST40,Y,N,Y,,,,,Meat& Egg,,,,-36.47827,174.420246,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST44,Y,N,Y,,,,,Meat& Egg,,,,-36.480156,174.419837,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST45,Y,N,Y,,,,,Meat& Egg,,,,-36.482414,174.419135,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST262,Y,N,Y,,,,,Meat& Egg,,,,-36.484025,174.419931,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST00,Y,N,Y,,,,,Meat& Egg,,,,-36.485335,174.418304,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST120,Y,N,Y,,,,,Meat& Egg,,,,-36.487351,174.418039,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,19-3-2014,ST283,Y,N,Y,,,,,Meat& Egg,,,,-36.48900032,174.4190234,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST102,Y,N,Y,,,,,Meat& Egg,,,,-36.484818,174.435841,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST101,Y,N,Y,,,,,Meat& Egg,,,,-36.48503,174.433423,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST231,Y,N,Y,,,,,Meat& Egg,,,,-36.48585261,174.4314928,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST301b,Y,N,Y,,,,,Meat& Egg,,,,-36.48693,174.432,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST289,Y,N,Y,,,,,Meat& Egg,,,,-36.488396,174.428599,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST288,Y,N,Y,,,,,Meat& Egg,,,,-36.490037,174.425289,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST287,Y,N,Y,,,,,Meat& Egg,,,,-36.490609,174.423797,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST286,Y,N,Y,,,,,Meat& Egg,,,,-36.49097,174.422408,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST54,Y,N,Y,,,,,Meat& Egg,,,,-36.492318,174.42322,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST21,Y,N,Y,,,,,Meat& Egg,,,,-36.492623,174.42338,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST281,Y,N,Y,,,,,Meat& Egg,,,,-36.493641,174.421938,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST282,Y,N,Y,,,,,Meat& Egg,,,,-36.49350219,174.4215813,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST321,Y,N,Y,,,,,Meat& Egg,,,,-36.493997,174.420496,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST280,Y,N,Y,,,,,Meat& Egg,,,,-36.493118,174.419696,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST320,Y,N,Y,,,,,Meat& Egg,,,,-36.492499,174.418766,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST279,Y,N,Y,,,,,Meat& Egg,,,,-36.491835,174.418277,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST319,Y,N,Y,,,,,Meat& Egg,,,,-36.491163,174.416964,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST278,Y,N,Y,,,,,Meat& Egg,,,,-36.49095,174.416332,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST277,Y,N,Y,,,,,Meat& Egg,,,,-36.48922,174.415899,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST318,Y,N,Y,,,,,Meat& Egg,,,,-36.488148,174.415328,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST276,Y,N,Y,,,,,Meat& Egg,,,,-36.487235,174.414937,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST317,Y,N,Y,,,,,Meat& Egg,,,,-36.486384,174.414131,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST275,Y,N,Y,,,,,Meat& Egg,,,,-36.485568,174.414095,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST316,Y,N,Y,,,,,Meat& Egg,,,,-36.484594,174.413661,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST274,Y,N,Y,,,,,Meat& Egg,,,,-36.483869,174.412716,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST315,Y,N,Y,,,,,Meat& Egg,,,,-36.482976,174.412292,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST314,Y,N,Y,,,,,Meat& Egg,,,,-36.481946,174.41199,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST273,Y,N,Y,,,,,Meat& Egg,,,,-36.481218,174.411787,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST310,Y,Y,Y,Hedgehog,,,PestID: 945,Meat& Egg,,,,-36.48045,174.411766,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST272,Y,N,Y,,,,,Meat& Egg,,,,-36.479466,174.411862,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST307,Y,N,Y,,,,,Meat& Egg,,,,-36.478736,174.411869,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST313,Y,N,Y,,,,,Meat& Egg,,,,-36.477752,174.41215,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST271,Y,N,Y,,,,,Meat& Egg,,,,-36.477493,174.412793,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST270,Y,N,Y,,,,,Meat& Egg,,,,-36.477562,174.414124,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST269,Y,Y,Y,Weasel,,,PestID: 946,Meat& Egg,,,,-36.477801,174.415192,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST268,Y,N,Y,,,,,Meat& Egg,,,,-36.47832,174.416243,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST312,Y,N,Y,,,,,Meat& Egg,,,,-36.477459,174.417361,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST267,Y,Y,Y,Hedgehog,,,PestID: 947,Meat& Egg,,,,-36.477403,174.418125,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST311,Y,Y,Y,Hedgehog,,,PestID: 948,Meat& Egg,,,,-36.476856,174.419102,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST39,Y,N,Y,,,,,Meat& Egg,,,,-36.476612,174.420268,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST40,Y,N,Y,,,,,Meat& Egg,,,,-36.47827,174.420246,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST44,Y,N,Y,,,,,Meat& Egg,,,,-36.480156,174.419837,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST45,Y,N,Y,,,,,Meat& Egg,,,,-36.482414,174.419135,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST262,Y,N,Y,,,,,Meat& Egg,,,,-36.484025,174.419931,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST00,Y,N,Y,,,,,Meat& Egg,,,,-36.485335,174.418304,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST120,Y,N,Y,,,,,Meat& Egg,,,,-36.487351,174.418039,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,2-9-2014,ST283,Y,N,Y,,,,,Meat& Egg,,,,-36.48900032,174.4190234,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,3-9-2014,ST102,Y,Y,Y,Ship Rat,,,PestID: 949,Meat& Egg,,,,-36.484818,174.435841,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,3-9-2014,ST101,Y,N,Y,,,,,Meat& Egg,,,,-36.48503,174.433423,DOC200,Unspecified,kgadshead,Kevin & Gill
